Year;Week;Week Ending;typecode;Commodity;CSX
2020;7;15.02.2020;04;Coal;11902
2020;7;15.02.2020;05;Crushed Stone, Sand & Gravel;4569
2020;7;15.02.2020;06;Phosphate Rock;2317
2020;7;15.02.2020;07;Grain Mill Products;2116
2020;7;15.02.2020;08;Food Products;1953
2020;7;15.02.2020;09;Primary Forest Products;613
2020;7;15.02.2020;10;Lumber & Wood Products;970
2020;7;15.02.2020;11;Pulp & Paper Products;2748
2020;7;15.02.2020;12;Chemicals;9837
2020;7;15.02.2020;13;Petroleum & Petroleum Products;3557
2020;7;15.02.2020;14;Stone, Clay & Glass Products;2125
2020;7;15.02.2020;15;Coke;1259
2020;7;15.02.2020;16;Primary Metal Products;2554
2020;7;15.02.2020;17;Automotive;9412
2020;7;15.02.2020;18;Iron & Steel Scrap;1485
2020;7;15.02.2020;19;Waste & Nonferrous Scrap;2405
2020;7;15.02.2020;20;All Other Carloads;1383
2020;7;15.02.2020;C;Containers;49867
2020;7;15.02.2020;T;Trailers;1612
2020;6;8.02.2020;01;Grain;3366
2020;6;8.02.2020;02;Farm Products (ex. Grain);235
2020;6;8.02.2020;03;Metallic ores;646
2020;6;8.02.2020;04;Coal;11964
2020;6;8.02.2020;05;Crushed Stone, Sand & Gravel;4562
2020;6;8.02.2020;06;Phosphate Rock;2196
2020;6;8.02.2020;07;Grain Mill Products;2138
2020;6;8.02.2020;08;Food Products;2145
2020;6;8.02.2020;09;Primary Forest Products;597
2020;6;8.02.2020;10;Lumber & Wood Products;1188
2020;6;8.02.2020;11;Pulp & Paper Products;2897
2020;6;8.02.2020;12;Chemicals;10104
2020;6;8.02.2020;13;Petroleum & Petroleum Products;3724
2020;6;8.02.2020;14;Stone, Clay & Glass Products;2371
2020;6;8.02.2020;15;Coke;1402
2020;6;8.02.2020;16;Primary Metal Products;2523
2020;6;8.02.2020;17;Automotive;8525
2020;6;8.02.2020;18;Iron & Steel Scrap;1264
2020;6;8.02.2020;19;Waste & Nonferrous Scrap;2424
2020;6;8.02.2020;20;All Other Carloads;1422
2020;6;8.02.2020;C;Containers;50125
2020;6;8.02.2020;T;Trailers;1668
2020;5;1.02.2020;01;Grain;3443
2020;5;1.02.2020;02;Farm Products (ex. Grain);202
2020;5;1.02.2020;03;Metallic ores;656
2020;5;1.02.2020;04;Coal;13315
2020;5;1.02.2020;05;Crushed Stone, Sand & Gravel;4413
2020;5;1.02.2020;06;Phosphate Rock;2584
2020;5;1.02.2020;07;Grain Mill Products;2255
2020;5;1.02.2020;08;Food Products;2191
2020;5;1.02.2020;09;Primary Forest Products;649
2020;5;1.02.2020;10;Lumber & Wood Products;1321
2020;5;1.02.2020;11;Pulp & Paper Products;3305
2020;5;1.02.2020;12;Chemicals;9634
2020;5;1.02.2020;13;Petroleum & Petroleum Products;3886
2020;5;1.02.2020;14;Stone, Clay & Glass Products;2203
2020;5;1.02.2020;15;Coke;1397
2020;5;1.02.2020;16;Primary Metal Products;2828
2020;5;1.02.2020;17;Automotive;8491
2020;5;1.02.2020;18;Iron & Steel Scrap;1522
2020;5;1.02.2020;19;Waste & Nonferrous Scrap;2400
2020;5;1.02.2020;20;All Other Carloads;1466
2020;5;1.02.2020;C;Containers;53215
2020;5;1.02.2020;T;Trailers;1800
2020;4;25.01.2020;01;Grain;3026
2020;4;25.01.2020;02;Farm Products (ex. Grain);217
2020;4;25.01.2020;03;Metallic ores;823
2020;4;25.01.2020;04;Coal;13617
2020;4;25.01.2020;05;Crushed Stone, Sand & Gravel;4237
2020;4;25.01.2020;06;Phosphate Rock;2671
2020;4;25.01.2020;07;Grain Mill Products;2047
2020;4;25.01.2020;08;Food Products;2014
2020;4;25.01.2020;09;Primary Forest Products;512
2020;4;25.01.2020;10;Lumber & Wood Products;1091
2020;4;25.01.2020;11;Pulp & Paper Products;2997
2020;4;25.01.2020;12;Chemicals;9499
2020;4;25.01.2020;13;Petroleum & Petroleum Products;3112
2020;4;25.01.2020;14;Stone, Clay & Glass Products;2073
2020;4;25.01.2020;15;Coke;1148
2020;4;25.01.2020;16;Primary Metal Products;2656
2020;4;25.01.2020;17;Automotive;7898
2020;4;25.01.2020;18;Iron & Steel Scrap;1357
2020;4;25.01.2020;19;Waste & Nonferrous Scrap;2463
2020;4;25.01.2020;20;All Other Carloads;827
2020;4;25.01.2020;C;Containers;48672
2020;4;25.01.2020;T;Trailers;1858
2020;3;18.01.2020;01;Grain;3195
2020;3;18.01.2020;02;Farm Products (ex. Grain);234
2020;3;18.01.2020;03;Metallic ores;640
2020;3;18.01.2020;04;Coal;14442
2020;3;18.01.2020;05;Crushed Stone, Sand & Gravel;4527
2020;3;18.01.2020;06;Phosphate Rock;2821
2020;3;18.01.2020;07;Grain Mill Products;1981
2020;3;18.01.2020;08;Food Products;2302
2020;3;18.01.2020;09;Primary Forest Products;742
2020;3;18.01.2020;10;Lumber & Wood Products;1103
2020;3;18.01.2020;11;Pulp & Paper Products;3015
2020;3;18.01.2020;12;Chemicals;9558
2020;3;18.01.2020;13;Petroleum & Petroleum Products;3243
2020;3;18.01.2020;14;Stone, Clay & Glass Products;2224
2020;3;18.01.2020;15;Coke;1456
2020;3;18.01.2020;16;Primary Metal Products;2349
2020;3;18.01.2020;17;Automotive;8228
2020;3;18.01.2020;18;Iron & Steel Scrap;1478
2020;3;18.01.2020;19;Waste & Nonferrous Scrap;2570
2020;3;18.01.2020;20;All Other Carloads;1286
2020;3;18.01.2020;C;Containers;49364
2020;3;18.01.2020;T;Trailers;1761
2020;2;11.01.2020;01;Grain;3375
2020;2;11.01.2020;02;Farm Products (ex. Grain);172
2020;2;11.01.2020;03;Metallic ores;748
2020;2;11.01.2020;04;Coal;14184
2020;2;11.01.2020;05;Crushed Stone, Sand & Gravel;4363
2020;2;11.01.2020;06;Phosphate Rock;3106
2020;2;11.01.2020;07;Grain Mill Products;2057
2020;2;11.01.2020;08;Food Products;1754
2020;2;11.01.2020;09;Primary Forest Products;759
2020;2;11.01.2020;10;Lumber & Wood Products;935
2020;2;11.01.2020;11;Pulp & Paper Products;3263
2020;2;11.01.2020;12;Chemicals;10163
2020;2;11.01.2020;13;Petroleum & Petroleum Products;3871
2020;2;11.01.2020;14;Stone, Clay & Glass Products;2239
2020;2;11.01.2020;15;Coke;1273
2020;2;11.01.2020;16;Primary Metal Products;2391
2020;2;11.01.2020;17;Automotive;6615
2020;2;11.01.2020;18;Iron & Steel Scrap;1253
2020;2;11.01.2020;19;Waste & Nonferrous Scrap;2616
2020;2;11.01.2020;20;All Other Carloads;1054
2020;2;11.01.2020;C;Containers;47975
2020;2;11.01.2020;T;Trailers;2071
2020;1;4.01.2020;01;Grain;2862
2020;1;4.01.2020;02;Farm Products (ex. Grain);139
2020;1;4.01.2020;03;Metallic ores;748
2020;1;4.01.2020;04;Coal;13339
2020;1;4.01.2020;05;Crushed Stone, Sand & Gravel;3714
2020;1;4.01.2020;06;Phosphate Rock;2248
2020;1;4.01.2020;07;Grain Mill Products;2045
2020;1;4.01.2020;08;Food Products;1766
2020;1;4.01.2020;09;Primary Forest Products;474
2020;1;4.01.2020;10;Lumber & Wood Products;916
2020;1;4.01.2020;11;Pulp & Paper Products;3556
2020;1;4.01.2020;12;Chemicals;10013
2020;1;4.01.2020;13;Petroleum & Petroleum Products;3546
2020;1;4.01.2020;14;Stone, Clay & Glass Products;1859
2020;1;4.01.2020;15;Coke;1188
2020;1;4.01.2020;16;Primary Metal Products;2380
2020;1;4.01.2020;17;Automotive;3203
2020;1;4.01.2020;18;Iron & Steel Scrap;785
2020;1;4.01.2020;19;Waste & Nonferrous Scrap;1964
2020;1;4.01.2020;20;All Other Carloads;551
2020;1;4.01.2020;C;Containers;37290
2020;1;4.01.2020;T;Trailers;1968
2019;52;28.12.2019;01;Grain;1909
2019;52;28.12.2019;02;Farm Products (ex. Grain);192
2019;52;28.12.2019;03;Metallic ores;858
2019;52;28.12.2019;04;Coal;9557
2019;52;28.12.2019;05;Crushed Stone, Sand & Gravel;2865
2019;52;28.12.2019;06;Phosphate Rock;1945
2019;52;28.12.2019;07;Grain Mill Products;2114
2019;52;28.12.2019;08;Food Products;1742
2019;52;28.12.2019;09;Primary Forest Products;541
2019;52;28.12.2019;10;Lumber & Wood Products;967
2019;52;28.12.2019;11;Pulp & Paper Products;3191
2019;52;28.12.2019;12;Chemicals;8694
2019;52;28.12.2019;13;Petroleum & Petroleum Products;3322
2019;52;28.12.2019;14;Stone, Clay & Glass Products;1648
2019;52;28.12.2019;15;Coke;1294
2019;52;28.12.2019;16;Primary Metal Products;2240
2019;52;28.12.2019;17;Automotive;5779
2019;52;28.12.2019;18;Iron & Steel Scrap;728
2019;52;28.12.2019;19;Waste & Nonferrous Scrap;1868
2019;52;28.12.2019;20;All Other Carloads;539
2019;52;28.12.2019;C;Containers;36983
2019;52;28.12.2019;T;Trailers;1767
2019;51;21.12.2019;01;Grain;3544
2019;51;21.12.2019;02;Farm Products (ex. Grain);215
2019;51;21.12.2019;03;Metallic ores;725
2019;51;21.12.2019;04;Coal;13418
2019;51;21.12.2019;05;Crushed Stone, Sand & Gravel;4951
2019;51;21.12.2019;06;Phosphate Rock;2789
2019;51;21.12.2019;07;Grain Mill Products;1830
2019;51;21.12.2019;08;Food Products;1998
2019;51;21.12.2019;09;Primary Forest Products;629
2019;51;21.12.2019;10;Lumber & Wood Products;1112
2019;51;21.12.2019;11;Pulp & Paper Products;3047
2019;51;21.12.2019;12;Chemicals;9576
2019;51;21.12.2019;13;Petroleum & Petroleum Products;3134
2019;51;21.12.2019;14;Stone, Clay & Glass Products;2275
2019;51;21.12.2019;15;Coke;1139
2019;51;21.12.2019;16;Primary Metal Products;2631
2019;51;21.12.2019;17;Automotive;9507
2019;51;21.12.2019;18;Iron & Steel Scrap;1311
2019;51;21.12.2019;19;Waste & Nonferrous Scrap;2470
2019;51;21.12.2019;20;All Other Carloads;1101
2019;51;21.12.2019;C;Containers;51770
2019;51;21.12.2019;T;Trailers;2735
2019;50;14.12.2019;01;Grain;3196
2019;50;14.12.2019;02;Farm Products (ex. Grain);233
2019;50;14.12.2019;03;Metallic ores;874
2019;50;14.12.2019;04;Coal;14233
2019;50;14.12.2019;05;Crushed Stone, Sand & Gravel;4944
2019;50;14.12.2019;06;Phosphate Rock;2905
2019;50;14.12.2019;07;Grain Mill Products;2050
2019;50;14.12.2019;08;Food Products;1813
2019;50;14.12.2019;09;Primary Forest Products;668
2019;50;14.12.2019;10;Lumber & Wood Products;982
2019;50;14.12.2019;11;Pulp & Paper Products;3040
2019;50;14.12.2019;12;Chemicals;9271
2019;50;14.12.2019;13;Petroleum & Petroleum Products;3268
2019;50;14.12.2019;14;Stone, Clay & Glass Products;2411
2019;50;14.12.2019;15;Coke;1352
2019;50;14.12.2019;16;Primary Metal Products;2691
2019;50;14.12.2019;17;Automotive;9609
2019;50;14.12.2019;18;Iron & Steel Scrap;1334
2019;50;14.12.2019;19;Waste & Nonferrous Scrap;2528
2019;50;14.12.2019;20;All Other Carloads;1022
2019;50;14.12.2019;C;Containers;52802
2019;50;14.12.2019;T;Trailers;3050
2019;49;7.12.2019;01;Grain;3201
2019;49;7.12.2019;02;Farm Products (ex. Grain);170
2019;49;7.12.2019;03;Metallic ores;771
2019;49;7.12.2019;04;Coal;13535
2019;49;7.12.2019;05;Crushed Stone, Sand & Gravel;5420
2019;49;7.12.2019;06;Phosphate Rock;3233
2019;49;7.12.2019;07;Grain Mill Products;1981
2019;49;7.12.2019;08;Food Products;1956
2019;49;7.12.2019;09;Primary Forest Products;531
2019;49;7.12.2019;10;Lumber & Wood Products;1179
2019;49;7.12.2019;11;Pulp & Paper Products;3315
2019;49;7.12.2019;12;Chemicals;10087
2019;49;7.12.2019;13;Petroleum & Petroleum Products;3430
2019;49;7.12.2019;14;Stone, Clay & Glass Products;2664
2019;49;7.12.2019;15;Coke;983
2019;49;7.12.2019;16;Primary Metal Products;2532
2019;49;7.12.2019;17;Automotive;9179
2019;49;7.12.2019;18;Iron & Steel Scrap;1174
2019;49;7.12.2019;19;Waste & Nonferrous Scrap;2402
2019;49;7.12.2019;20;All Other Carloads;1642
2019;49;7.12.2019;C;Containers;48723
2019;49;7.12.2019;T;Trailers;2979
2019;48;30.11.2019;01;Grain;2383
2019;48;30.11.2019;02;Farm Products (ex. Grain);206
2019;48;30.11.2019;03;Metallic ores;843
2019;48;30.11.2019;04;Coal;10742
2019;48;30.11.2019;05;Crushed Stone, Sand & Gravel;3712
2019;48;30.11.2019;06;Phosphate Rock;2635
2019;48;30.11.2019;07;Grain Mill Products;2040
2019;48;30.11.2019;08;Food Products;2101
2019;48;30.11.2019;09;Primary Forest Products;509
2019;48;30.11.2019;10;Lumber & Wood Products;934
2019;48;30.11.2019;11;Pulp & Paper Products;2915
2019;48;30.11.2019;12;Chemicals;8398
2019;48;30.11.2019;13;Petroleum & Petroleum Products;2839
2019;48;30.11.2019;14;Stone, Clay & Glass Products;1828
2019;48;30.11.2019;15;Coke;1163
2019;48;30.11.2019;16;Primary Metal Products;2159
2019;48;30.11.2019;17;Automotive;7727
2019;48;30.11.2019;18;Iron & Steel Scrap;790
2019;48;30.11.2019;19;Waste & Nonferrous Scrap;1994
2019;48;30.11.2019;20;All Other Carloads;885
2019;48;30.11.2019;C;Containers;45075
2019;48;30.11.2019;T;Trailers;1854
2019;47;23.11.2019;01;Grain;3367
2019;47;23.11.2019;02;Farm Products (ex. Grain);240
2019;47;23.11.2019;03;Metallic ores;828
2019;47;23.11.2019;04;Coal;14883
2019;47;23.11.2019;05;Crushed Stone, Sand & Gravel;5719
2019;47;23.11.2019;06;Phosphate Rock;3041
2019;47;23.11.2019;07;Grain Mill Products;1985
2019;47;23.11.2019;08;Food Products;2058
2019;47;23.11.2019;09;Primary Forest Products;576
2019;47;23.11.2019;10;Lumber & Wood Products;1084
2019;47;23.11.2019;11;Pulp & Paper Products;2901
2019;47;23.11.2019;12;Chemicals;10007
2019;47;23.11.2019;13;Petroleum & Petroleum Products;3079
2019;47;23.11.2019;14;Stone, Clay & Glass Products;2383
2019;47;23.11.2019;15;Coke;1055
2019;47;23.11.2019;16;Primary Metal Products;2166
2019;47;23.11.2019;17;Automotive;9489
2019;47;23.11.2019;18;Iron & Steel Scrap;1310
2019;47;23.11.2019;19;Waste & Nonferrous Scrap;2702
2019;47;23.11.2019;20;All Other Carloads;965
2019;47;23.11.2019;C;Containers;53026
2019;47;23.11.2019;T;Trailers;1787
2019;46;16.11.2019;01;Grain;2933
2019;46;16.11.2019;02;Farm Products (ex. Grain);225
2019;46;16.11.2019;03;Metallic ores;776
2019;46;16.11.2019;04;Coal;12075
2019;46;16.11.2019;05;Crushed Stone, Sand & Gravel;4920
2019;46;16.11.2019;06;Phosphate Rock;2698
2019;46;16.11.2019;07;Grain Mill Products;1985
2019;46;16.11.2019;08;Food Products;2214
2019;46;16.11.2019;09;Primary Forest Products;602
2019;46;16.11.2019;10;Lumber & Wood Products;1079
2019;46;16.11.2019;11;Pulp & Paper Products;2632
2019;46;16.11.2019;12;Chemicals;9316
2019;46;16.11.2019;13;Petroleum & Petroleum Products;2866
2019;46;16.11.2019;14;Stone, Clay & Glass Products;2334
2019;46;16.11.2019;15;Coke;1340
2019;46;16.11.2019;16;Primary Metal Products;1913
2019;46;16.11.2019;17;Automotive;8794
2019;46;16.11.2019;18;Iron & Steel Scrap;1133
2019;46;16.11.2019;19;Waste & Nonferrous Scrap;2467
2019;46;16.11.2019;20;All Other Carloads;1313
2019;46;16.11.2019;C;Containers;49918
2019;46;16.11.2019;T;Trailers;1834
2019;45;9.11.2019;01;Grain;3137
2019;45;9.11.2019;02;Farm Products (ex. Grain);206
2019;45;9.11.2019;03;Metallic ores;761
2019;45;9.11.2019;04;Coal;15328
2019;45;9.11.2019;05;Crushed Stone, Sand & Gravel;5338
2019;45;9.11.2019;06;Phosphate Rock;2554
2019;45;9.11.2019;07;Grain Mill Products;1906
2019;45;9.11.2019;08;Food Products;2084
2019;45;9.11.2019;09;Primary Forest Products;672
2019;45;9.11.2019;10;Lumber & Wood Products;1220
2019;45;9.11.2019;11;Pulp & Paper Products;2781
2019;45;9.11.2019;12;Chemicals;9898
2019;45;9.11.2019;13;Petroleum & Petroleum Products;3199
2019;45;9.11.2019;14;Stone, Clay & Glass Products;2631
2019;45;9.11.2019;15;Coke;993
2019;45;9.11.2019;16;Primary Metal Products;2247
2019;45;9.11.2019;17;Automotive;8923
2019;45;9.11.2019;18;Iron & Steel Scrap;1099
2019;45;9.11.2019;19;Waste & Nonferrous Scrap;2606
2019;45;9.11.2019;20;All Other Carloads;1254
2019;45;9.11.2019;C;Containers;53144
2019;45;9.11.2019;T;Trailers;1701
2019;44;2.11.2019;01;Grain;3156
2019;44;2.11.2019;02;Farm Products (ex. Grain);160
2019;44;2.11.2019;03;Metallic ores;925
2019;44;2.11.2019;04;Coal;14311
2019;44;2.11.2019;05;Crushed Stone, Sand & Gravel;5945
2019;44;2.11.2019;06;Phosphate Rock;2732
2019;44;2.11.2019;07;Grain Mill Products;2100
2019;44;2.11.2019;08;Food Products;2347
2019;44;2.11.2019;09;Primary Forest Products;650
2019;44;2.11.2019;10;Lumber & Wood Products;1172
2019;44;2.11.2019;11;Pulp & Paper Products;2755
2019;44;2.11.2019;12;Chemicals;9343
2019;44;2.11.2019;13;Petroleum & Petroleum Products;2875
2019;44;2.11.2019;14;Stone, Clay & Glass Products;2604
2019;44;2.11.2019;15;Coke;956
2019;44;2.11.2019;16;Primary Metal Products;2000
2019;44;2.11.2019;17;Automotive;8556
2019;44;2.11.2019;18;Iron & Steel Scrap;984
2019;44;2.11.2019;19;Waste & Nonferrous Scrap;2426
2019;44;2.11.2019;20;All Other Carloads;892
2019;44;2.11.2019;C;Containers;51222
2019;44;2.11.2019;T;Trailers;1632
2019;43;26.10.2019;01;Grain;3521
2019;43;26.10.2019;02;Farm Products (ex. Grain);182
2019;43;26.10.2019;03;Metallic ores;936
2019;43;26.10.2019;04;Coal;13370
2019;43;26.10.2019;05;Crushed Stone, Sand & Gravel;5617
2019;43;26.10.2019;06;Phosphate Rock;2663
2019;43;26.10.2019;07;Grain Mill Products;2180
2019;43;26.10.2019;08;Food Products;2314
2019;43;26.10.2019;09;Primary Forest Products;691
2019;43;26.10.2019;10;Lumber & Wood Products;1107
2019;43;26.10.2019;11;Pulp & Paper Products;2818
2019;43;26.10.2019;12;Chemicals;9496
2019;43;26.10.2019;13;Petroleum & Petroleum Products;2940
2019;43;26.10.2019;14;Stone, Clay & Glass Products;2626
2019;43;26.10.2019;15;Coke;810
2019;43;26.10.2019;16;Primary Metal Products;2129
2019;43;26.10.2019;17;Automotive;7833
2019;43;26.10.2019;18;Iron & Steel Scrap;1105
2019;43;26.10.2019;19;Waste & Nonferrous Scrap;2455
2019;43;26.10.2019;20;All Other Carloads;1064
2019;43;26.10.2019;C;Containers;52298
2019;43;26.10.2019;T;Trailers;1587
2019;42;19.10.2019;01;Grain;2864
2019;42;19.10.2019;02;Farm Products (ex. Grain);162
2019;42;19.10.2019;03;Metallic ores;912
2019;42;19.10.2019;04;Coal;14454
2019;42;19.10.2019;05;Crushed Stone, Sand & Gravel;5966
2019;42;19.10.2019;06;Phosphate Rock;2609
2019;42;19.10.2019;07;Grain Mill Products;2049
2019;42;19.10.2019;08;Food Products;2413
2019;42;19.10.2019;09;Primary Forest Products;654
2019;42;19.10.2019;10;Lumber & Wood Products;1192
2019;42;19.10.2019;11;Pulp & Paper Products;2855
2019;42;19.10.2019;12;Chemicals;9809
2019;42;19.10.2019;13;Petroleum & Petroleum Products;3232
2019;42;19.10.2019;14;Stone, Clay & Glass Products;2744
2019;42;19.10.2019;15;Coke;1039
2019;42;19.10.2019;16;Primary Metal Products;1957
2019;42;19.10.2019;17;Automotive;8404
2019;42;19.10.2019;18;Iron & Steel Scrap;1174
2019;42;19.10.2019;19;Waste & Nonferrous Scrap;2430
2019;42;19.10.2019;20;All Other Carloads;964
2019;42;19.10.2019;C;Containers;51052
2019;42;19.10.2019;T;Trailers;1644
2019;41;12.10.2019;01;Grain;3280
2019;41;12.10.2019;02;Farm Products (ex. Grain);154
2019;41;12.10.2019;03;Metallic ores;753
2019;41;12.10.2019;04;Coal;14306
2019;41;12.10.2019;05;Crushed Stone, Sand & Gravel;5504
2019;41;12.10.2019;06;Phosphate Rock;2763
2019;41;12.10.2019;07;Grain Mill Products;2180
2019;41;12.10.2019;08;Food Products;2295
2019;41;12.10.2019;09;Primary Forest Products;688
2019;41;12.10.2019;10;Lumber & Wood Products;1253
2019;41;12.10.2019;11;Pulp & Paper Products;2801
2019;41;12.10.2019;12;Chemicals;9871
2019;41;12.10.2019;13;Petroleum & Petroleum Products;3131
2019;41;12.10.2019;14;Stone, Clay & Glass Products;2695
2019;41;12.10.2019;15;Coke;781
2019;41;12.10.2019;16;Primary Metal Products;2112
2019;41;12.10.2019;17;Automotive;8527
2019;41;12.10.2019;18;Iron & Steel Scrap;1222
2019;41;12.10.2019;19;Waste & Nonferrous Scrap;2397
2019;41;12.10.2019;20;All Other Carloads;1286
2019;41;12.10.2019;C;Containers;51961
2019;41;12.10.2019;T;Trailers;1629
2019;40;5.10.2019;01;Grain;2713
2019;40;5.10.2019;02;Farm Products (ex. Grain);121
2019;40;5.10.2019;03;Metallic ores;880
2019;40;5.10.2019;04;Coal;15328
2019;40;5.10.2019;05;Crushed Stone, Sand & Gravel;5962
2019;40;5.10.2019;06;Phosphate Rock;2891
2019;40;5.10.2019;07;Grain Mill Products;2097
2019;40;5.10.2019;08;Food Products;2108
2019;40;5.10.2019;09;Primary Forest Products;575
2019;40;5.10.2019;10;Lumber & Wood Products;1259
2019;40;5.10.2019;11;Pulp & Paper Products;3187
2019;40;5.10.2019;12;Chemicals;9798
2019;40;5.10.2019;13;Petroleum & Petroleum Products;3260
2019;40;5.10.2019;14;Stone, Clay & Glass Products;2706
2019;40;5.10.2019;15;Coke;676
2019;40;5.10.2019;16;Primary Metal Products;2112
2019;40;5.10.2019;17;Automotive;8945
2019;40;5.10.2019;18;Iron & Steel Scrap;1161
2019;40;5.10.2019;19;Waste & Nonferrous Scrap;2478
2019;40;5.10.2019;20;All Other Carloads;1472
2019;40;5.10.2019;C;Containers;52493
2019;40;5.10.2019;T;Trailers;1677
2019;39;28.09.2019;01;Grain;2981
2019;39;28.09.2019;02;Farm Products (ex. Grain);102
2019;39;28.09.2019;03;Metallic ores;928
2019;39;28.09.2019;04;Coal;13981
2019;39;28.09.2019;05;Crushed Stone, Sand & Gravel;6092
2019;39;28.09.2019;06;Phosphate Rock;2502
2019;39;28.09.2019;07;Grain Mill Products;2196
2019;39;28.09.2019;08;Food Products;2252
2019;39;28.09.2019;09;Primary Forest Products;641
2019;39;28.09.2019;10;Lumber & Wood Products;1398
2019;39;28.09.2019;11;Pulp & Paper Products;3087
2019;39;28.09.2019;12;Chemicals;9785
2019;39;28.09.2019;13;Petroleum & Petroleum Products;2971
2019;39;28.09.2019;14;Stone, Clay & Glass Products;2765
2019;39;28.09.2019;15;Coke;887
2019;39;28.09.2019;16;Primary Metal Products;2364
2019;39;28.09.2019;17;Automotive;9018
2019;39;28.09.2019;18;Iron & Steel Scrap;1335
2019;39;28.09.2019;19;Waste & Nonferrous Scrap;2541
2019;39;28.09.2019;20;All Other Carloads;2339
2019;39;28.09.2019;C;Containers;52317
2019;39;28.09.2019;T;Trailers;1802
2019;38;21.09.2019;01;Grain;2737
2019;38;21.09.2019;02;Farm Products (ex. Grain);132
2019;38;21.09.2019;03;Metallic ores;781
2019;38;21.09.2019;04;Coal;16466
2019;38;21.09.2019;05;Crushed Stone, Sand & Gravel;5458
2019;38;21.09.2019;06;Phosphate Rock;2642
2019;38;21.09.2019;07;Grain Mill Products;2079
2019;38;21.09.2019;08;Food Products;2105
2019;38;21.09.2019;09;Primary Forest Products;563
2019;38;21.09.2019;10;Lumber & Wood Products;1278
2019;38;21.09.2019;11;Pulp & Paper Products;3068
2019;38;21.09.2019;12;Chemicals;9592
2019;38;21.09.2019;13;Petroleum & Petroleum Products;2979
2019;38;21.09.2019;14;Stone, Clay & Glass Products;2738
2019;38;21.09.2019;15;Coke;961
2019;38;21.09.2019;16;Primary Metal Products;2388
2019;38;21.09.2019;17;Automotive;9052
2019;38;21.09.2019;18;Iron & Steel Scrap;1297
2019;38;21.09.2019;19;Waste & Nonferrous Scrap;2488
2019;38;21.09.2019;20;All Other Carloads;1375
2019;38;21.09.2019;C;Containers;53421
2019;38;21.09.2019;T;Trailers;1867
2019;37;14.09.2019;01;Grain;3269
2019;37;14.09.2019;02;Farm Products (ex. Grain);109
2019;37;14.09.2019;03;Metallic ores;759
2019;37;14.09.2019;04;Coal;13733
2019;37;14.09.2019;05;Crushed Stone, Sand & Gravel;4853
2019;37;14.09.2019;06;Phosphate Rock;2757
2019;37;14.09.2019;07;Grain Mill Products;2199
2019;37;14.09.2019;08;Food Products;2128
2019;37;14.09.2019;09;Primary Forest Products;590
2019;37;14.09.2019;10;Lumber & Wood Products;1236
2019;37;14.09.2019;11;Pulp & Paper Products;2932
2019;37;14.09.2019;12;Chemicals;9879
2019;37;14.09.2019;13;Petroleum & Petroleum Products;2964
2019;37;14.09.2019;14;Stone, Clay & Glass Products;2620
2019;37;14.09.2019;15;Coke;1089
2019;37;14.09.2019;16;Primary Metal Products;2483
2019;37;14.09.2019;17;Automotive;8927
2019;37;14.09.2019;18;Iron & Steel Scrap;1397
2019;37;14.09.2019;19;Waste & Nonferrous Scrap;2671
2019;37;14.09.2019;20;All Other Carloads;1011
2019;37;14.09.2019;C;Containers;51585
2019;37;14.09.2019;T;Trailers;1795
2019;36;7.09.2019;01;Grain;3198
2019;36;7.09.2019;02;Farm Products (ex. Grain);123
2019;36;7.09.2019;03;Metallic ores;818
2019;36;7.09.2019;04;Coal;14839
2019;36;7.09.2019;05;Crushed Stone, Sand & Gravel;3999
2019;36;7.09.2019;06;Phosphate Rock;2889
2019;36;7.09.2019;07;Grain Mill Products;2140
2019;36;7.09.2019;08;Food Products;2387
2019;36;7.09.2019;09;Primary Forest Products;468
2019;36;7.09.2019;10;Lumber & Wood Products;1151
2019;36;7.09.2019;11;Pulp & Paper Products;2878
2019;36;7.09.2019;12;Chemicals;8895
2019;36;7.09.2019;13;Petroleum & Petroleum Products;2938
2019;36;7.09.2019;14;Stone, Clay & Glass Products;2554
2019;36;7.09.2019;15;Coke;1045
2019;36;7.09.2019;16;Primary Metal Products;2074
2019;36;7.09.2019;17;Automotive;8050
2019;36;7.09.2019;18;Iron & Steel Scrap;845
2019;36;7.09.2019;19;Waste & Nonferrous Scrap;2262
2019;36;7.09.2019;20;All Other Carloads;835
2019;36;7.09.2019;C;Containers;42083
2019;36;7.09.2019;T;Trailers;1601
2019;35;31.08.2019;01;Grain;2255
2019;35;31.08.2019;02;Farm Products (ex. Grain);97
2019;35;31.08.2019;03;Metallic ores;680
2019;35;31.08.2019;04;Coal;17112
2019;35;31.08.2019;05;Crushed Stone, Sand & Gravel;5756
2019;35;31.08.2019;06;Phosphate Rock;2919
2019;35;31.08.2019;07;Grain Mill Products;2099
2019;35;31.08.2019;08;Food Products;2263
2019;35;31.08.2019;09;Primary Forest Products;776
2019;35;31.08.2019;10;Lumber & Wood Products;1313
2019;35;31.08.2019;11;Pulp & Paper Products;3264
2019;35;31.08.2019;12;Chemicals;10001
2019;35;31.08.2019;13;Petroleum & Petroleum Products;2806
2019;35;31.08.2019;14;Stone, Clay & Glass Products;2685
2019;35;31.08.2019;15;Coke;1236
2019;35;31.08.2019;16;Primary Metal Products;2613
2019;35;31.08.2019;17;Automotive;9029
2019;35;31.08.2019;18;Iron & Steel Scrap;1451
